the_geom,cartodb_id,x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
0101000020E610000045C841E8248652C0C385A73E2D621240,332,-74.09600264,4.59587572,986,KR 24 X CL 1F,LOS MARTIRES,VEHICULAR,SIN,2006-02-17
0101000020E6100000FE0F2C1E098652C005FE7CBEDA5F1240,333,-74.09430651,4.59360788,979,KR 19D X AV DE LA HORTUA (CL 1),LOS MARTIRES,VEHICULAR,SIN,1990-10-17
0101000020E6100000EE10F73F1D8652C044AB178DC6631240,334,-74.09553527,4.5974371,638,KR 24 X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-21
0101000020E61000004D88567A2F8652C0FB26340710671240,335,-74.09664782,4.60064708,645,KR 26 X CL 3,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2004-08-26
0101000020E6100000DA19E8D2268652C0C4351AC8CC581240,336,-74.09611962,4.58671868,987,KR 15 X AV FUCHA (AC 11 S),ANTONIO NARINO,VEHICULAR,SIN,1998-08-02
0101000020E6100000CB98277C1B8852C044CD18CD67441240,337,-74.12667755,4.56680222,1076,AV CARACAS (TV 14) X DG 51B S,TUNJUELITO,VEHICULAR,SIN,1990-12-03
0101000020E61000008ED57B64D28752C0FFD3B27B133B1240,338,-74.12221634,4.55769151,1056,KR 9 X AV CARACAS (AC 51 S),TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2002-01-18
0101000020E6100000018D0C51098852C08463CFE0E7461240,339,-74.12556864,4.56924392,1071,AV CARACAS (AK 14) X AV CIUDAD DE VILLAVICENCIO (DG 48 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1990-12-03
0101000020E610000006C0D3BFFF8752C08533A7D5D4471240,340,-74.1249847,4.570147837,1065,AV CARACAS (TV 14) X CL 46 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2001-08-31
0101000020E6100000CAA35656E28752C0444A70559F4C1240,341,-74.12318953,4.57482656,1137,AV CARACAS (AK 14) X CL 43 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1985-07-26
0101000020E6100000FA02A360C08752C003D3F313734D1240,342,-74.12111679,4.5756343,1053,AV CARACAS (AK 14) X CL 41B S,RAFAEL URIBE,EXCLUSIVA PEATONAL,"BOTON, SONORO",1990-07-06
0101000020E61000004F5C8E57A08752C04043219FE34D1240,343,-74.1191615,4.57606362,1050,AV CARACAS (AK 14) X DG 38BIS S,RAFAEL URIBE,EXCLUSIVA PEATONAL,"BOTON, SONORO",1990-07-06
0101000020E6100000A7F2B02F5D8852C043F07673A74E1240,344,-74.13068764,4.57681065,1087,AV MARISCAL SUCRE (KR 24) X CL 48C S,TUNJUELITO,"VEHICULAR, PEATONAL","BOTON, SONORO",1990-09-18
0101000020E6100000FA85B24B6F8852C04449A0A098511240,345,-74.13179295,4.57968379,1088,KR 25 X DG 51A S,TUNJUELITO,VEHICULAR,SIN,1998-02-12
0101000020E6100000F9EDCBFC578852C0829E46B5E3511240,346,-74.13037033,4.5799702,1086,KR 25 X CL 48 S,TUNJUELITO,VEHICULAR,SIN,1998-02-12
0101000020E610000006366D1A298852C0C4761753A9501240,347,-74.12750874,4.578770922,1079,AV MARISCAL SUCRE (KR 24) X CL 46 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1990-09-16
0101000020E61000007D4EA5F2188852C0BFF9CECFD7531240,348,-74.12652269,4.581877944,1075,KR 26 X AV SANTA LUCIA (CL 44 S),RAFAEL URIBE,VEHICULAR,SIN,1988-12-21
0101000020E6100000E99C811F228852C03B6218572C551240,349,-74.12708271,4.583176957,1078,KR 27 X AV SANTA LUCIA (CL 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
0101000020E610000075D5CA84DF8652C0846E5ABE68FE1140,350,-74.1073925,4.49844644,1020,AUTOPISTA AL LLANO (KR 1) X CL 91 S,USME,"VEHICULAR, PEATONAL",SIN,2006-10-03
0101000020E61000007A8AA05A528752C0FB084AD93B061240,351,-74.11440149,4.50608768,1040,AV CARACAS (AK 14) X CL 91 S,USME,"VEHICULAR, PEATONAL",SIN,2001-09-10
0101000020E61000002642972E4C8752C03E810F564A081240,352,-74.11402478,4.50809607,1041,AV CARACAS (AK 14) X AUTOPISTA AL LLANO (CL 84 S),USME,"VEHICULAR, PEATONAL",VIDEO DETECTOR,1993-12-07
0101000020E6100000FC0E76047C8752C0C47F0709C8101240,353,-74.11694442,4.516388074,1047,AV CARACAS (AK 14) X CL 74A S,USME,EXCLUSIVA PEATONAL,SIN,2008-01-22
0101000020E6100000B1C4A09FAB8652C043CA9DA1D1041240,354,-74.10422507,4.50470593,1176,AUTOPISTA AL LLANO (KR 1) X CL 87C S,USME,"VEHICULAR, PEATONAL",SIN,2009-09-04
0101000020E610000065FFFAF0858552C0FB657860BE341240,355,-74.08630013,4.55150748,959,AV DE LOS CERROS (KR 9 E) X AV CIUDAD DE VILLAVICENCIO (CL 36L S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2006-09-14
0101000020E6100000A32D7CB7588752C040AF1BBE9E361240,356,-74.11478984,4.55333993,1130,KR 5L X CL 49 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2006-12-11
0101000020E61000002E273659028852C07CEEF73891501240,357,-74.12514334,4.57867898,1066,KR 23B X AV SANTA LUCIA (AC 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL","BOTON, SONORO",1998-09-05
0101000020E61000002B9543CD088852C0459984A84E511240,358,-74.12553722,4.57940162,1069,AV MARISCAL SUCRE (KR 24) X AV SANTA LUCIA (AC 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1998-09-05
0101000020E6100000713C7EF3CB8552C0C199E491896D1240,359,-74.09057319,4.6069701,604,KR 24 X CL 10,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-08-19
0101000020E61000003F88C7F2EC8752C0BCE6841ACF511240,360,-74.12383718,4.5798916,1061,AV MARISCAL SUCRE (KR 24) X CL 42 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1998-01-07
0101000020E6100000451F3668FA8752C0BEEA420C71531240,361,-74.12465863,4.581485931,1064,KR 25A X CL 42 S Y DG 41A S,RAFAEL URIBE,VEHICULAR,SIN,1989-10-01
0101000020E6100000BA46F9B9098852C07D0A012694551240,362,-74.12559366,4.583572954,1072,KR 27 X CL 42 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
0101000020E6100000B1EE4163C18752C0C50613B9BF521240,363,-74.12117845,4.58080949,1055,AV MARISCAL SUCRE (KR 24) X CL 40 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2000-01-20
0101000020E610000029B24BF1048752C0807640A75A561240,364,-74.10967667,4.58433019,1029,AV MARISCAL SUCRE (KR 24) X CL 27 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1988-04-14
0101000020E610000015D4A6A0918652C0020F77DC8D4D1240,365,-74.1026384,4.57573647,1015,KR 12D BIS X CL 27 S,RAFAEL URIBE,VEHICULAR,SIN,1991-01-25
0101000020E610000007A30691948552C0408166E79F721240,366,-74.08719278,4.61193811,580,KR 25 X CL 15,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1995-02-18
0101000020E6100000BDC4A434858552C00191E723BE731240,367,-74.08625523,4.613030015,576,KR 25 X CL 17,LOS MARTIRES,VEHICULAR,SIN,1993-12-30
0101000020E610000021EE99A1888652C002148C73697E1240,368,-74.10208931,4.62344914,684,KR 43 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-09-24
0101000020E6100000FDEC2EEDE78652C040C049AA21871240,369,-74.10790567,4.63196436,1171,KR 52 X AV PUENTE ARANDA (AC 17),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2009-12-22
0101000020E610000027F9CFA2908652C07FB1DCD26A881240,370,-74.10257788,4.63322,688,AV BATALLON CALDAS (AK 50) X CL 19,PUENTE ARANDA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1993-07-12
0101000020E6100000322B6731698752C00219A10A458F1240,371,-74.11579547,4.63991181,754,AV DEL CONGRESO EUCARISTICO (AK 68) X AV PUENTE ARANDA (AC 17),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-28
0101000020E6100000D3AFDFD97F8752C0C49CEE4462951240,372,-74.11717841,4.64588268,761,AV DE LA CONSTITUCION (AK 68D) X AV INDUSTRIAL (CL 19),FONTIBON,VEHICULAR,SIN,1993-08-30
0101000020E61000001D9C5FFF3B8752C00471B0F514921240,373,-74.11303696,4.64265808,743,AV DEL CONGRESO EUCARISTICO (AK 68) X AV INDUSTRIAL (CL 19),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-08-30
0101000020E6100000128BD659068752C0457A2136BB821240,374,-74.10976263,4.62766728,728,KR 53F X AV DE LAS AMERICAS (AC 9),PUENTE ARANDA,VEHICULAR,SIN,2003-02-26
0101000020E61000004D28E9062F8752C000D4328C9A871240,375,-74.1122453,4.63242549,738,AV DE LA ESMERALDA (KR 60) X AV CENTENARIO (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1984-01-17
0101000020E6100000FDB17491C48652C001D638BC9C791240,376,-74.10574757,4.61876196,708,AV FERROCARRIL DEL SUR (TV 42) X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,VEHICULAR,SIN,1997-09-15
0101000020E6100000A69BA312C78652C085947761AD7A1240,377,-74.10590044,4.61980202,1138,KR 43 X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-11-20
0101000020E6100000DDB76C9DCD8652C03C8A647E247B1240,378,-74.10629974,4.6202564,709,TV 43B X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-11-20
0101000020E610000041802D2BA48652C0C06859D6817C1240,379,-74.10377006,4.62158904,693,KR 43 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-01-06
0101000020E61000009DC4183FAA8652C0FD0CAA0D4E801240,380,-74.10414102,4.62529775,698,KR 47 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1990-07-11
0101000020E6100000B5E575270C8652C045D0159D137C1240,381,-74.09449183,4.62116857,630,AV CUNDINAMARCA (AK 36) X CL 17A,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-12-19
0101000020E610000023C5CD97618652C0BF4BE1CAA4811240,382,-74.0997066,4.626605196,668,AK 43A X AV DE LAS AMERICAS (AC 20),PUENTE ARANDA,VEHICULAR,SIN,2005-06-20
0101000020E6100000CE77BD22228652C0C5BF9EC33D811240,383,-74.09583348,4.626212174,642,AK 40 X AV DE LAS AMERICAS (AC 20),PUENTE ARANDA,VEHICULAR,SIN,1983-09-27
0101000020E6100000A24AC5AD1F8652C07ED8B221A4831240,384,-74.09568352,4.6285558,628,AV PEDRO LEON TRABUCHY (AK 40) X CL 21,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-12-01
0101000020E6100000A54AAEA40D8652C0C0D6AB44B0881240,385,-74.09458272,4.63348491,632,KR 44A X AV DE LA ESPERANZA (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1997-10-17
0101000020E61000009B9F4DD4F38552C0BC352DA9C17D1240,386,-74.09300716,4.62280907,620,AV CUNDINAMARCA (AK 36) X AV CIUDAD DE LIMA (AC 19),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-10-15
0101000020E610000046A11B50258752C0C5E62D8979931240,387,-74.1116524,4.64401831,735,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 20,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-12-07
0101000020E610000091A3524F938652C03DD9D1D5A9941240,388,-74.10274108,4.64517912,687,AV DE LA ESMERALDA (AK 60) X AV LUIS CARLOS GALAN (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2005-10-20
0101000020E6100000C5330D2F6D8652C045419F6569791240,389,-74.10041405,4.61856612,674,KR 38 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-08-24
0101000020E6100000BE1248895D8652C0FF337D3C157C1240,390,-74.099459,4.62117476,667,AV FERROCARRIL DEL SUR (AK 39) X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-09-09
0101000020E61000000EBF5952478652C080397162DD7A1240,391,-74.09810313,4.61998514,656,KR 38 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1993-08-31
0101000020E61000008909DF98318652C005EC615893791240,392,-74.09677717,4.61872614,646,AV CUNDINAMARCA (AK 36) X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-04-29
0101000020E6100000329366FBE98552C0BB1932A2DD6E1240,393,-74.09240613,4.60826734,615,AV GENERAL SANTANDER (AK 27) X CL 10,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-12
0101000020E6100000E50B3213D68552C0013EDB389C6C1240,394,-74.0911911,4.60606469,609,KR 24 X CL 9,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-08-19
0101000020E6100000495CA7F4C08552C00125BCF37A6E1240,395,-74.08990208,4.6078909,597,KR 24 X CL 11,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-19
0101000020E6100000CF788D23B78552C0FBAE754E586F1240,396,-74.08930291,4.6087353,594,KR 24 X CL 12,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-19
0101000020E6100000C9B6FD9F818552C0FC1563688E6F1240,397,-74.08603668,4.60894168,566,KR 21 X AV COLON (AC 13),LOS MARTIRES,EXCLUSIVA PEATONAL,SIN,2003-09-19
0101000020E61000006979AC19198652C0026DF7BC2C6B1240,398,-74.095282,4.60466285,637,AV GENERAL SANTANDER (AK 27) X AV DE LOS COMUNEROS (AC 6),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-15
0101000020E6100000559632BA4D8652C084357D34A4771240,399,-74.0984941,4.61683733,659,AV CUNDINAMARCA (AK 36) X CL 12,PUENTE ARANDA,VEHICULAR,SIN,1993-12-20
0101000020E6100000BFDB5947178652C0FE7FA0798C741240,400,-74.09517082,4.61381712,636,KR 32 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1995-04-26
0101000020E61000002576AF8B098652C0FE09E10B72771240,401,-74.09433262,4.61664599,629,KR 33 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-09-16
0101000020E610000035859EC5F98552C04562710F74761240,402,-74.09336987,4.61567711,625,KR 32 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1995-04-25
0101000020E61000001A5BDFF29E8752C0827E7E4A5B6D1240,403,-74.11907646,4.60679356,770,AV BATALLON CALDAS (AK 50) X DG 16 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-10-10
0101000020E6100000578D2D1D968752C0FDE64028526E1240,404,-74.11853723,4.60773528,767,AV BATALLON CALDAS (AK 50) X AV  FUCHA (AC 8 S),PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
0101000020E6100000B99EC8F68E8952C0832489D29C781240,405,-74.14935083,4.61778573,863,AV PRIMERO DE MAYO (TV 73C BIS A) X CL 38B S,KENNEDY,VEHICULAR,SIN,1998-02-01
0101000020E61000006A638C126B8952C0FCFB7A902E7C1240,406,-74.14716018,4.621271379,856,KR 73D X CL 35B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-01-17
0101000020E610000033BE1691748952C03AC0E1EC73801240,407,-74.14773967,4.62544222,858,AV POPORO QUIMBAYA (KR 78B) X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
0101000020E61000001656A66F448952C0BC5FD593D8791240,408,-74.14480201,4.61899024,847,AV PRIMERO DE MAYO (TV 72N) X CL 35B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-10-01
0101000020E61000000A611CF94F8952C0003E2332287E1240,409,-74.14550617,4.62320021,850,KR 73D X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-21
0101000020E6100000C1FAC3BF5D8952C07C869DB51D7F1240,410,-74.14634699,4.62413677,854,KR 75 X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-21
0101000020E61000009789C7EA3B8952C082229C1E2D7D1240,411,-74.14428205,4.62224243,843,KR 73B BIS X CL 26 S,KENNEDY,VEHICULAR,SIN,1993-12-10
0101000020E61000006DBBD8CD6F8852C0FF4BD0155B6B1240,412,-74.13182398,4.60483965,806,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 37 S Y DG 35A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-04-11
0101000020E6100000BEA7AC855D8852C08250AE422D6A1240,413,-74.13070814,4.60368828,801,KR 52C X CL 37 S,PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
0101000020E6100000A7FF935C518852C043F422C962691240,414,-74.12996592,4.6029159,798,KR 52A X CL 37 S,PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
0101000020E6100000023618D1138852C03E3E6D7D266D1240,415,-74.12620952,4.60659214,793,KR 52A X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-11-23
0101000020E610000012899D842D8852C07C099D9D2D741240,416,-74.1277782,4.61345526,795,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 18 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-04-18
0101000020E61000003AFE1375098852C0C21E809A7B6C1240,417,-74.12557723,4.60594026,794,KR 52 X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-11-23
0101000020E610000019AF41ABC88852C0C477F8C66B7B1240,418,-74.13724786,4.620528325,828,KR 71D X CL 3 S,KENNEDY,"EXCLUSIVA PEATONAL, BICIUSUARIOS",SIN,2004-10-21
0101000020E61000002909DD46BF8852C0C05C3C38AF801240,419,-74.13667461,4.62566841,825,KR 71D X VIA G (AC 3),KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1996-06-08
0101000020E61000004EF04DD3278952C0BBFEFA958C8B1240,420,-74.14305575,4.63627848,844,KR 78 X CL 7ABISC,KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-09-18
0101000020E61000006D905BBC6D8652C0C33F468A12621240,421,-74.10044774,4.59577385,1004,KR 26 X CL 1B,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-04-28
0101000020E6100000FEB620216B8652C07DDCF3BA4D611240,422,-74.10028866,4.59502308,1002,KR 25A BIS X AV DE LA HORTUA (CL 1),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-04-28
0101000020E6100000C5EAA1A66B8652C0FB55D20EA8641240,423,-74.10032049,4.59829734,672,AV GENERAL SANTANDER (AK 27) X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1994-02-16
0101000020E610000002147E04598652C0C13D38C8B9631240,424,-74.0991832,4.59738839,665,KR 26 X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1994-02-16
0101000020E610000065C26AEA448652C07EB1B77B56651240,425,-74.09795628,4.59896272,655,KR 26 X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2004-08-26
0101000020E6100000F1DF93B97F8552C03D0BEB08D8611240,426,-74.08592071,4.59555067,958,AV CARACAS (AK 14) X CL 4,SANTA FE,"VEHICULAR, PEATONAL",SIN,2000-01-01
0101000020E610000007E8A5FFF88352C003838BD318A61240,658,-74.06207267,4.66220408,220,KR 20A X CL 74,BARRIOS UNIDOS,VEHICULAR,SIN,1993-05-13
0101000020E610000001C7D1C19F8552C0C593C45056651240,427,-74.0878758,4.59896208,584,AV DE LOS COMUNEROS (AC 6) X ENTRADA PATIO TRANSMILENIO,LOS MARTIRES,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2005-03-01
0101000020E61000005AA99831A28552C0FC68D0E9DC651240,428,-74.08802452,4.59947553,587,AV MARISCAL SUCRE (AK 18) X AV DE LOS COMUNEROS (AC 6),LOS MARTIRES,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1988-04-13
0101000020E6100000AB3E575B718652C07F43DF40F5691240,429,-74.10066875,4.60347463,677,AV CIUDAD DE QUITO (AK 30) X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-09-21
0101000020E61000005E1DD7F1658652C003D331E7196F1240,430,-74.09997221,4.60849725,660,KR 32 X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2008-01-26
0101000020E6100000B99E65CC138652C07F53FFA4CA651240,431,-74.0949584,4.59940584,634,KR 24 X CL 3,LOS MARTIRES,VEHICULAR,SIN,1993-09-21
0101000020E610000091A17CA4F58552C07D7B5D8E70591240,432,-74.09311783,4.58734343,976,AV CARACAS (AK 14) X CL 8 S,ANTONIO NARINO,EXCLUSIVA PEATONAL,SIN,1990-12-06
0101000020E6100000C7E4C3A2D88552C0FBAAEE4FB15B1240,433,-74.0913474,4.58954358,971,AV CARACAS (AK 14) X CL 3 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1996-04-09
0101000020E6100000AEBD0D39CF8552C07CD18FC86F5C1240,434,-74.09077288,4.59027017,969,AV CARACAS (AK 14) X CL 2 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1990-07-04
0101000020E610000095D89CB3C08552C00506590F925D1240,435,-74.08988657,4.591377487,966,AV CARACAS (AK 14) X DG 1BIS S,ANTONIO NARINO,EXCLUSIVA PEATONAL,"BOTON, SONORO",1997-10-18
0101000020E61000000949E306B28552C08396AE81295E1240,436,-74.0889909,4.59195521,965,AV CARACAS (AK 14) X AV DE LA HORTUA (CL 1),SANTA FE,"VEHICULAR, PEATONAL",SIN,1997-10-18
0101000020E6100000BEEFBFF8968552C0FE30906F08601240,437,-74.08733958,4.59378218,962,AV CARACAS (AK 14) X CL 2,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-05-23
0101000020E61000004BA31353738552C03C35EBEF19731240,438,-74.08516385,4.61240363,565,KR 22 X CL 17,LOS MARTIRES,VEHICULAR,SIN,1995-02-18
0101000020E6100000014080D2B18552C0FE5CCCE8AA751240,439,-74.08897841,4.61490978,592,KR 28A X CL 17,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-09-05
0101000020E61000004E2B43249C8552C0458B3AEFD6741240,440,-74.08765513,4.61410116,585,AV GENERAL SANTANDER (AK 27) X CL 17,LOS MARTIRES,VEHICULAR,SIN,1983-07-08
0101000020E6100000D134EEEE7D8552C03BFD49BE0A771240,441,-74.08581136,4.61625192,570,AV GENERAL SANTANDER (AK 27) X AV CIUDAD DE LIMA (AC 19),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-16
0101000020E610000056BC2728688752C0C3F76D0C2A7F1240,442,-74.11573223,4.62418384,753,KR 56 X CL 5A,PUENTE ARANDA,VEHICULAR,SIN,1993-12-09
0101000020E610000076949C76258752C0FFAE2505927B1240,443,-74.11166158,4.62067421,736,AV BATALLON CALDAS (AK 50) X CL 5A,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1998-03-24
0101000020E610000091F0F0438A8752C0BFC8E7576B831240,444,-74.11781405,4.62833917,758,KR 63 X AV DE LAS AMERICAS (AC 9),PUENTE ARANDA,VEHICULAR,SIN,2003-02-26
0101000020E610000086FA1C06D08552C07FB8C137EA701240,445,-74.09082177,4.61026847,605,AV GENERAL SANTANDER (AK 27) X CL 12,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-07
0101000020E61000002D7B8778B78552C0FBBD0D18C1721240,446,-74.08932317,4.61206472,596,AV GENERAL SANTANDER (AK 27) X AV COLON (AC 13),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-08
0101000020E6100000527F958D988552C0BBFDB0CEC6701240,447,-74.0874361,4.61013339,583,KR 23 X AV COLON (AC 13),LOS MARTIRES,EXCLUSIVA PEATONAL,SIN,2003-09-17
0101000020E61000000DFE1B07A08552C040A4CC1F36711240,448,-74.08789232,4.61055803,586,KR 24 X AV COLON (AC 13),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1987-06-03
0101000020E61000008D201274AA8552C084B49EADC5731240,449,-74.08852865,4.61305877,590,AV GENERAL SANTANDER (AK 27) X CL 15,LOS MARTIRES,VEHICULAR,SIN,1995-02-18
0101000020E6100000B324404D6D8952C03C45DE8B92981240,450,-74.14729625,4.64899653,855,AV CIUDAD DE CALI (AK 86) X CL 10,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-08-11
0101000020E610000049D99709128952C07FBAEE528F8D1240,451,-74.14172592,4.63824205,836,KR 78 X AV CASTILLA (AC 8),KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-01-06
0101000020E6100000379FDF9CF68852C07B3F47F5E7901240,452,-74.14005205,4.64150985,834,KR 78 X CL 9,KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-10-04
0101000020E61000001E4739B99B8952C00132825BB1821240,453,-74.15012961,4.62762969,864,KR 78K X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-12-29
0101000020E6100000AE115E0E7D8952C003D01B9BDB841240,454,-74.14825782,4.62974398,859,KR 78K X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-06-08
0101000020E610000049CFFFCE7D8952C0BE41CFA8F1871240,455,-74.14830375,4.632757795,861,TV 78C X AC 6,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2003-12-09
0101000020E61000003351A5E2568952C0FEA184F46F821240,456,-74.14592806,4.6273802,852,AV POPORO QUIMBAYA (KR 78B) X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-01-29
0101000020E61000009170A6114C8952C040CBEFB8D1811240,457,-74.14526788,4.62677659,849,KR 78 X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-06-08
0101000020E6100000997A615B148952C044541496157A1240,458,-74.14186749,4.61922297,840,KR 72N X AV PRIMERO DE MAYO (AC 26 S),KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2007-10-26
0101000020E6100000B5930D739B8752C0FE08EEB4F3791240,459,-74.11886288,4.61909373,1127,KR 54 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-12-05
0101000020E61000009FD08825A78752C03B7EC3869F7A1240,460,-74.11957682,4.61974917,772,KR 56 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-30
0101000020E61000009D0D1A766F8852C0435B227AC6941240,461,-74.13180306,4.64528838,805,AV BOYACA (AK 72) X AV ALSACIA (AC 12),KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-08-23
0101000020E6100000AD4B86A9CE8752C0C19DA1F28E8F1240,462,-74.12198866,4.64019374,784,AV DE LA CONSTITUCION (AK 68D) X AV CENTENARIO (AC 13),FONTIBON,"VEHICULAR, PEATONAL",SIN,1993-12-07
0101000020E6100000B630EF978D8752C083166D51108D1240,463,-74.11801718,4.637757561,763,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 13,PUENTE ARANDA,EXCLUSIVA PEATONAL,BOTON,2007-09-11
